Timestamp,RSSI,Configuration Version,Status Version,Calibration Action
1478690885098,16569,3,4,13
1478690885099,16575,3,4,0
1478690885100,16578,3,4,0
1478690885101,16582,3,4,0
1478690885102,16585,3,4,0
1478690885103,16588,3,4,0
1478690885104,16593,3,4,0
1478690885105,16596,3,4,0
1478690885106,16601,3,4,0
1478690885107,16605,3,4,0
1478690885108,16609,3,4,0
1478690885109,16613,3,4,0
1478690885110,16614,3,4,0
1478690885111,16620,3,4,0
1478690885112,16622,3,4,0
1478690885113,16625,3,4,0
1478690885114,16627,3,4,0
1478690885115,16630,3,4,0
1478690885116,16633,3,4,0
1478690885117,16637,3,4,0
1478690885118,16638,3,4,0
1478690885119,16642,3,4,0
1478690885120,16645,3,4,0
1478690885121,16647,3,4,0
1478690885122,16650,3,4,0
1478690885123,16651,3,4,0
1478690885124,16654,3,4,0
1478690885125,16657,3,4,0
1478690885126,16661,3,4,0
1478690885127,16663,3,4,0
1478690885128,16665,3,4,0
1478690885129,16666,3,4,0
1478690885130,16669,3,4,0
1478690885131,16671,3,4,0
1478690885132,16674,3,4,0
1478690885133,16677,3,4,0
1478690885134,16677,3,4,0
1478690885135,16681,3,4,0
1478690885136,16681,3,4,0
1478690885137,16684,3,4,0
1478690885138,16684,3,4,0
1478690885139,16687,3,4,0
1478690885140,16689,3,4,0
1478690885141,16691,3,4,0
1478690885142,16693,3,4,0
1478690885143,16694,3,4,0
1478690885144,16694,3,4,0
1478690885145,16695,3,4,0
1478690885146,16697,3,4,0
1478690885147,16697,3,4,0
1478690885148,16697,3,4,0
1478690885149,16699,3,4,0
1478690885150,16702,3,4,0
1478690885151,16703,3,4,0
1478690885152,16704,3,4,0
1478690885153,16705,3,4,0
1478690885154,16707,3,4,0
1478690885155,16709,3,4,0
1478690885156,16843,3,4,0
1478690885157,16853,3,4,0
1478690885158,16879,3,4,0
1478690885159,16858,3,4,0
1478690885160,16845,3,4,0
1478690885161,16715,3,4,0
1478690885162,16717,3,4,0
1478690885163,16719,3,4,0
1478690885164,16719,3,4,0
1478690885165,16722,3,4,0
1478690885166,16723,3,4,0
1478690885167,16723,3,4,0
1478690885168,16724,3,4,0
1478690885169,16724,3,4,0
1478690885170,16725,3,4,0
1478690885171,16726,3,4,0
1478690885172,16726,3,4,0
1478690885173,16728,3,4,0
1478690885174,16727,3,4,0
1478690885175,16728,3,4,0
1478690885176,16727,3,4,0
1478690885177,16728,3,4,0
1478690885178,16728,3,4,0
1478690885179,16727,3,4,0
1478690885180,16727,3,4,0
1478690885181,16727,3,4,0
1478690885182,16727,3,4,0
1478690885183,16727,3,4,0
1478690885184,16727,3,4,0
1478690885185,16728,3,4,0
1478690885186,16727,3,4,0
1478690885187,16727,3,4,0
1478690885188,16731,3,4,0
1478690885189,16730,3,4,0
1478690885190,16728,3,4,0
1478690885191,16730,3,4,0
1478690885192,16732,3,4,0
1478690885193,16732,3,4,0
1478690885194,16733,3,4,0
1478690885195,16733,3,4,0
1478690885196,16735,3,4,0
1478690885197,16738,3,4,0
1478690885198,16583,3,4,0
1478690885199,16567,3,4,0
1478690885200,16554,3,4,0
1478690885201,16541,3,4,0
1478690885202,16530,3,4,0
1478690885203,16520,3,4,0
1478690885204,16509,3,4,0
1478690885205,16499,3,4,0
1478690885206,16489,3,4,0
1478690885207,16477,3,4,0
1478690885208,16468,3,4,0
1478690885209,16456,3,4,0
1478690885210,16445,3,4,0
1478690885211,16434,3,4,0
1478690885212,16423,3,4,0
1478690885213,16410,3,4,0
1478690885214,16401,3,4,0
1478690885215,16388,3,4,0
1478690885216,16377,3,4,0
1478690885217,16364,3,4,0
1478690885218,16353,3,4,0
1478690885219,16343,3,4,0
1478690885220,16331,3,4,0
1478690885221,16321,3,4,0
1478690885222,16311,3,4,0
1478690885223,16301,3,4,0
1478690885224,16284,3,4,0
1478690885225,16272,3,4,0
1478690885226,16264,3,4,0
1478690885227,16254,3,4,0
1478690885228,16246,3,4,0
1478690885229,16238,3,4,0
1478690885230,16230,3,4,0
1478690885231,16223,3,4,0
1478690885232,16218,3,4,0
1478690885233,16210,3,4,0
1478690885234,16205,3,4,0
1478690885235,16200,3,4,0
1478690885236,16198,3,4,0
1478690885237,16192,3,4,0
1478690885238,16186,3,4,0
1478690885239,16186,3,4,0
1478690885240,16183,3,4,0
1478690885241,16179,3,4,0
1478690885242,16178,3,4,0
1478690885243,16177,3,4,0
1478690885244,16178,3,4,0
1478690885245,16178,3,4,0
1478690885246,16177,3,4,0
1478690885247,16179,3,4,0
1478690885248,16180,3,4,0
1478690885249,16180,3,4,0
1478690885250,16179,3,4,0
1478690885251,16177,3,4,0
1478690885252,16176,3,4,0
1478690885253,16175,3,4,0
1478690885254,16171,3,4,0
1478690885255,16168,3,4,0
1478690885256,16162,3,4,0
1478690885257,16157,3,4,0
1478690885258,16153,3,4,0
1478690885259,16153,3,4,0
1478690885260,16156,3,4,0
1478690885261,16162,3,4,0
1478690885262,16164,3,4,0
1478690885263,16164,3,4,0
1478690885264,16170,3,4,0
1478690885265,16173,3,4,0
1478690885266,16178,3,4,0
1478690885267,16184,3,4,0
1478690885268,16191,3,4,0
1478690885269,16198,3,4,0
1478690885270,16205,3,4,0
1478690885271,16211,3,4,0
1478690885272,16217,3,4,0
1478690885273,16286,3,4,0
1478690885274,20102,3,4,0
1478690885275,20107,3,4,0
1478690885276,19939,3,4,0
1478690885277,20106,3,4,0
1478690885278,16248,3,4,0
1478690885279,16252,3,4,0
1478690885280,16256,3,4,0
1478690885281,16257,3,4,0
1478690885282,16261,3,4,0
1478690885283,16266,3,4,0
1478690885284,16268,3,4,0
1478690885285,16271,3,4,0
1478690885286,16275,3,4,0
1478690885287,16278,3,4,0
1478690885288,16281,3,4,0
1478690885289,16284,3,4,0
1478690885290,16288,3,4,0
1478690885291,16291,3,4,0
1478690885292,16292,3,4,0
1478690885293,16295,3,4,0
1478690885294,16298,3,4,0
1478690885295,16300,3,4,0
1478690885296,16302,3,4,0
1478690885297,16303,3,4,0
1478690885298,15522,3,4,0
1478690885299,15508,3,4,0
1478690885300,15497,3,4,0
1478690885301,15485,3,4,0
1478690885302,15475,3,4,0
1478690885303,15463,3,4,0
1478690885304,15451,3,4,0
1478690885305,15441,3,4,0
1478690885306,15431,3,4,0
1478690885307,15424,3,4,0
1478690885308,15413,3,4,0
1478690885309,15404,3,4,0
1478690885310,15395,3,4,0
1478690885311,15389,3,4,0
1478690885312,15382,3,4,0
1478690885313,15374,3,4,0
1478690885314,15368,3,4,0
1478690885315,15359,3,4,0
1478690885316,15351,3,4,0
1478690885317,15344,3,4,0
1478690885318,15339,3,4,0
1478690885319,15329,3,4,0
1478690885320,15324,3,4,0
1478690885321,15315,3,4,0
1478690885322,15310,3,4,0
1478690885323,15300,3,4,0
1478690885324,15297,3,4,0
1478690885325,15291,3,4,0
1478690885326,15283,3,4,0
1478690885327,15276,3,4,0
1478690885328,15269,3,4,0
1478690885329,15265,3,4,0
1478690885330,15258,3,4,0
1478690885331,15255,3,4,0
1478690885332,15252,3,4,0
1478690885333,15250,3,4,0
1478690885334,15248,3,4,0
1478690885335,15246,3,4,0
1478690885336,15242,3,4,0
1478690885337,15243,3,4,0
1478690885338,15240,3,4,0
