Timestamp,RSSI,Configuration Version,Status Version,Calibration Action
1478903179353,19945,3,7,35
1478903179354,19947,3,7,0
1478903179355,19948,3,7,0
1478903179356,19949,3,7,0
1478903179357,19949,3,7,0
1478903179358,19947,3,7,0
1478903179359,19949,3,7,0
1478903179360,19949,3,7,0
1478903179361,19949,3,7,0
1478903179362,19948,3,7,0
1478903179363,19949,3,7,0
1478903179364,19946,3,7,0
1478903179365,19942,3,7,0
1478903179366,19941,3,7,0
1478903179367,19940,3,7,0
1478903179368,19941,3,7,0
1478903179369,19940,3,7,0
1478903179370,19938,3,7,0
1478903179371,19939,3,7,0
1478903179372,19939,3,7,0
1478903179373,19939,3,7,0
1478903179374,19939,3,7,0
1478903179375,19941,3,7,0
1478903179376,19939,3,7,0
1478903179377,19941,3,7,0
1478903179378,19940,3,7,0
1478903179379,19940,3,7,0
1478903179380,19944,3,7,0
1478903179381,19947,3,7,0
1478903179382,19947,3,7,0
1478903179383,19947,3,7,0
1478903179384,19947,3,7,0
1478903179385,19948,3,7,0
1478903179386,19947,3,7,0
1478903179387,19947,3,7,0
1478903179388,19947,3,7,0
1478903179389,19947,3,7,0
1478903179390,19947,3,7,0
1478903179391,19947,3,7,0
1478903179392,19946,3,7,0
1478903179393,19946,3,7,0
1478903179394,19947,3,7,0
1478903179395,19946,3,7,0
1478903179396,19939,3,7,0
1478903179397,19939,3,7,0
1478903179398,19939,3,7,0
1478903179399,19937,3,7,0
1478903179400,19937,3,7,0
1478903179401,19940,3,7,0
1478903179402,19939,3,7,0
1478903179403,19938,3,7,0
1478903179404,19940,3,7,0
1478903179405,19938,3,7,0
1478903179406,19939,3,7,0
1478903179407,19943,3,7,0
1478903179408,19945,3,7,0
1478903179409,19946,3,7,0
1478903179410,19945,3,7,0
1478903179411,19944,3,7,0
1478903179412,19946,3,7,0
1478903179413,19946,3,7,0
1478903179414,19938,3,7,0
1478903179415,19938,3,7,0
1478903179416,19939,3,7,0
1478903179417,19946,3,7,0
1478903179418,19947,3,7,0
1478903179419,19947,3,7,0
1478903179420,19948,3,7,0
1478903179421,19946,3,7,0
1478903179422,19947,3,7,0
1478903179423,19948,3,7,0
1478903179424,19947,3,7,0
1478903179425,19941,3,7,0
1478903179426,19941,3,7,0
1478903179427,19943,3,7,0
1478903179428,19947,3,7,0
1478903179429,19948,3,7,0
1478903179430,19945,3,7,0
1478903179431,19947,3,7,0
1478903179432,19947,3,7,0
1478903179433,19947,3,7,0
1478903179434,19948,3,7,0
1478903179435,19938,3,7,0
1478903179436,19939,3,7,0
1478903179437,19939,3,7,0
1478903179438,19947,3,7,0
1478903179439,19942,3,7,0
1478903179440,19948,3,7,0
1478903179441,19949,3,7,0
1478903179442,19948,3,7,0
1478903179443,19950,3,7,0
1478903179444,19948,3,7,0
1478903179445,19949,3,7,0
1478903179446,19949,3,7,0
1478903179447,19949,3,7,0
1478903179448,19948,3,7,0
1478903179449,19948,3,7,0
1478903179450,19949,3,7,0
1478903179451,19949,3,7,0
1478903179452,19950,3,7,0
1478903179453,19947,3,7,0
1478903179454,19942,3,7,0
1478903179455,19941,3,7,0
1478903179456,19943,3,7,0
