Timestamp,Count,Configuration Version,Status Version,Calibration Action
1477592572836,26549,1,1,0
1477592572837,26551,1,1,0
1477592572838,26551,1,1,0
1477592572839,26549,1,1,0
1477592572840,26550,1,1,0
1477592572841,26551,1,1,0
1477592572842,26550,1,1,0
1477592572843,26550,1,1,0
1477592572844,26552,1,1,0
1477592572845,26551,1,1,0
1477592572846,26552,1,1,0
1477592572847,26552,1,1,0
1477592572848,26552,1,1,0
1477592572849,26552,1,1,0
1477592572850,26552,1,1,0
1477592572851,26552,1,1,0
1477592572852,26553,1,1,0
1477592572853,26552,1,1,0
1477592572854,26552,1,1,0
1477592572855,26551,1,1,0
1477592572856,26554,1,1,0
1477592572857,26553,1,1,0
1477592572858,26553,1,1,0
1477592572859,26553,1,1,0
1477592572860,26553,1,1,0
1477592572861,26552,1,1,0
1477592572862,26553,1,1,0
1477592572863,26552,1,1,0
1477592572864,26551,1,1,0
1477592572865,26552,1,1,0
1477592572866,26554,1,1,0
1477592572867,26553,1,1,0
1477592572868,26552,1,1,0
1477592572869,26553,1,1,0
1477592572870,26554,1,1,0
1477592572871,26555,1,1,0
1477592572872,26554,1,1,0
1477592572873,26553,1,1,0
1477592572874,26553,1,1,0
1477592572875,26554,1,1,0
1477592572876,26554,1,1,0
1477592572877,26555,1,1,0
1477592572878,26554,1,1,0
1477592572879,26553,1,1,0
1477592572880,26554,1,1,0
1477592572881,26554,1,1,0
1477592572882,26554,1,1,0
1477592572883,26553,1,1,0
1477592572884,26553,1,1,0
1477592572885,26554,1,1,0
1477592572886,26553,1,1,0
1477592572887,26554,1,1,0
1477592572888,26554,1,1,0
1477592572889,26553,1,1,0
1477592572890,26554,1,1,0
1477592572891,26553,1,1,0
1477592572892,26553,1,1,0
1477592572893,26554,1,1,0
1477592572894,26553,1,1,0
1477592572895,26554,1,1,0
1477592572896,26553,1,1,0
1477592572897,26553,1,1,0
1477592572898,26554,1,1,0
1477592572899,26553,1,1,0
1477592572900,26553,1,1,0
1477592572901,26554,1,1,0
1477592572902,26554,1,1,0
1477592572903,26555,1,1,0
1477592572904,26555,1,1,0
1477592572905,26554,1,1,0
1477592572906,26555,1,1,0
1477592572907,26554,1,1,0
1477592572908,26555,1,1,0
1477592572909,26554,1,1,0
