Timestamp,Count,Configuration Version,Status Version,Calibration Action
1477920513062,23097,1,6,0
1477920513063,23097,1,6,0
1477920513064,23095,1,6,0
1477920513065,23096,1,6,0
1477920513066,23097,1,6,0
1477920513067,23095,1,6,0
1477920513068,23096,1,6,0
1477920513069,23095,1,6,0
1477920513070,23095,1,6,0
1477920513071,23095,1,6,0
1477920513072,23095,1,6,0
1477920513073,23094,1,6,0
1477920513074,23095,1,6,0
1477920513075,23095,1,6,0
1477920513076,23095,1,6,0
1477920513077,23097,1,6,0
1477920513078,23095,1,6,0
1477920513079,23095,1,6,0
1477920513080,23096,1,6,0
1477920513081,23098,1,6,0
1477920513082,23096,1,6,0
1477920513083,23097,1,6,0
1477920513084,23096,1,6,0
1477920513085,23097,1,6,0
1477920513086,23098,1,6,0
1477920513087,23098,1,6,0
1477920513088,23099,1,6,0
1477920513089,23100,1,6,0
1477920513090,23101,1,6,0
1477920513091,23099,1,6,0
1477920513092,23101,1,6,0
1477920513093,23099,1,6,0
1477920513094,23101,1,6,0
1477920513095,23100,1,6,0
1477920513096,23101,1,6,0
1477920513097,23103,1,6,0
1477920513098,23102,1,6,0
1477920513099,23102,1,6,0
1477920513100,23103,1,6,0
1477920513101,23103,1,6,0
1477920513102,23104,1,6,0
1477920513103,23105,1,6,0
1477920513104,23104,1,6,0
1477920513105,23105,1,6,0
1477920513106,23106,1,6,0
1477920513107,23106,1,6,0
1477920513108,23136,1,6,0
1477920513109,23125,1,6,0
1477920513110,23123,1,6,0
1477920513111,23124,1,6,0
1477920513112,23123,1,6,0
1477920513113,23125,1,6,0
1477920513114,23122,1,6,0
1477920513115,23123,1,6,0
1477920513116,23124,1,6,0
1477920513117,23123,1,6,0
1477920513118,23123,1,6,0
1477920513119,23123,1,6,0
1477920513120,23122,1,6,0
1477920513121,23121,1,6,0
1477920513122,23122,1,6,0
1477920513123,23121,1,6,0
1477920513124,23121,1,6,0
1477920513125,23121,1,6,0
1477920513126,23121,1,6,0
1477920513127,23121,1,6,0
1477920513128,23122,1,6,0
1477920513129,23120,1,6,0
1477920513130,23121,1,6,0
1477920513131,23119,1,6,0
1477920513132,23121,1,6,0
1477920513133,23119,1,6,0
1477920513134,23119,1,6,0
1477920513135,23120,1,6,0
1477920513136,23119,1,6,0
1477920513137,23120,1,6,0
1477920513138,23118,1,6,0
1477920513139,23118,1,6,0
1477920513140,23118,1,6,0
1477920513141,23119,1,6,0
1477920513142,23120,1,6,0
1477920513143,23120,1,6,0
1477920513144,23120,1,6,0
1477920513145,23120,1,6,0
1477920513146,23118,1,6,0
1477920513147,23118,1,6,0
1477920513148,23117,1,6,0
1477920513149,23118,1,6,0
1477920513150,23117,1,6,0
1477920513151,23116,1,6,0
1477920513152,23118,1,6,0
1477920513153,23119,1,6,0
1477920513154,23117,1,6,0
1477920513155,23118,1,6,0
1477920513156,23118,1,6,0
1477920513157,23119,1,6,0
1477920513158,23119,1,6,0
1477920513159,23118,1,6,0
1477920513160,23119,1,6,0
1477920513161,23118,1,6,0
1477920513162,23118,1,6,0
1477920513163,23118,1,6,0
1477920513164,23118,1,6,0
1477920513165,23117,1,6,0
1477920513166,23118,1,6,0
1477920513167,23117,1,6,0
1477920513168,23117,1,6,0
1477920513169,23115,1,6,0
1477920513170,23118,1,6,0
1477920513171,23117,1,6,0
1477920513172,23116,1,6,0
1477920513173,23116,1,6,0
1477920513174,23116,1,6,0
1477920513175,23116,1,6,0
1477920513176,23116,1,6,0
1477920513177,23117,1,6,0
1477920513178,23115,1,6,0
1477920513179,23117,1,6,0
1477920513180,23118,1,6,0
1477920513181,23116,1,6,0
1477920513182,23117,1,6,0
1477920513183,23117,1,6,0
1477920513184,23116,1,6,0
1477920513185,23115,1,6,0
1477920513186,23116,1,6,0
1477920513187,23116,1,6,0
1477920513188,23115,1,6,0
1477920513189,23116,1,6,0
1477920513190,23115,1,6,0
1477920513191,23114,1,6,0
1477920513192,23115,1,6,0
1477920513193,23115,1,6,0
1477920513194,23114,1,6,0
1477920513195,23115,1,6,0
1477920513196,23115,1,6,0
1477920513197,23114,1,6,0
1477920513198,23115,1,6,0
1477920513199,23114,1,6,0
1477920513200,23113,1,6,0
1477920513201,23114,1,6,0
1477920513202,23113,1,6,0
1477920513203,23111,1,6,0
1477920513204,23114,1,6,0
1477920513205,23113,1,6,0
