Timestamp,Count,Configuration Version,Status Version,Calibration Action
1477515881196,17255,1,5,9
1477515881197,17254,1,5,0
1477515881198,17257,1,5,0
1477515881199,17256,1,5,0
1477515881200,17253,1,5,0
1477515881201,17255,1,5,0
1477515881202,17256,1,5,0
1477515881203,17255,1,5,0
1477515881204,17255,1,5,0
1477515881205,17255,1,5,0
1477515881206,17255,1,5,0
1477515881207,17252,1,5,0
1477515881208,17248,1,5,0
1477515881209,17252,1,5,0
1477515881210,17250,1,5,0
1477515881211,17252,1,5,0
1477515881212,17252,1,5,0
1477515881213,17251,1,5,0
1477515881214,17252,1,5,0
1477515881215,17253,1,5,0
1477515881216,17250,1,5,0
1477515881217,17251,1,5,0
1477515881218,17251,1,5,0
1477515881219,17251,1,5,0
1477515881220,17248,1,5,0
1477515881221,17251,1,5,0
1477515881222,17251,1,5,0
1477515881223,17251,1,5,0
1477515881224,17251,1,5,0
1477515881225,17252,1,5,0
1477515881226,17249,1,5,0
1477515881227,17252,1,5,0
1477515881228,17249,1,5,0
1477515881229,17250,1,5,0
1477515881230,17249,1,5,0
1477515881231,17251,1,5,0
1477515881232,17249,1,5,0
1477515881233,17249,1,5,0
1477515881234,17250,1,5,0
1477515881235,17248,1,5,0
1477515881236,17247,1,5,0
1477515881237,17251,1,5,0
1477515881238,17249,1,5,0
1477515881239,17248,1,5,0
1477515881240,17251,1,5,0
1477515881241,17248,1,5,0
1477515881242,17249,1,5,0
1477515881243,17250,1,5,0
1477515881244,17246,1,5,0
1477515881245,17247,1,5,0
1477515881246,17247,1,5,0
1477515881247,17249,1,5,0
1477515881248,17247,1,5,0
1477515881249,17248,1,5,0
1477515881250,17249,1,5,0
1477515881251,17246,1,5,0
1477515881252,17248,1,5,0
1477515881253,17246,1,5,0
1477515881254,17246,1,5,0
1477515881255,17246,1,5,0
1477515881256,17247,1,5,0
1477515881257,17246,1,5,0
1477515881258,17242,1,5,0
1477515881259,17243,1,5,0
1477515881260,17241,1,5,0
1477515881261,17243,1,5,0
1477515881262,17243,1,5,0
1477515881263,17242,1,5,0
1477515881264,17243,1,5,0
1477515881265,17243,1,5,0
1477515881266,17244,1,5,0
1477515881267,17242,1,5,0
1477515881268,17241,1,5,0
1477515881269,17241,1,5,0
1477515881270,17239,1,5,0
1477515881271,17240,1,5,0
1477515881272,17240,1,5,0
1477515881273,17239,1,5,0
1477515881274,17238,1,5,0
1477515881275,17238,1,5,0
1477515881276,17236,1,5,0
1477515881277,17237,1,5,0
1477515881278,17235,1,5,0
1477515881279,17236,1,5,0
1477515881280,17235,1,5,0
1477515881281,17234,1,5,0
1477515881282,17236,1,5,0
1477515881283,17236,1,5,0
1477515881284,17237,1,5,0
1477515881285,17234,1,5,0
1477515881286,17236,1,5,0
1477515881287,17233,1,5,0
1477515881288,17233,1,5,0
1477515881289,17235,1,5,0
1477515881290,17234,1,5,0
1477515881291,17235,1,5,0
1477515881292,17235,1,5,0
1477515881293,17234,1,5,0
1477515881294,17233,1,5,0
1477515881295,17233,1,5,0
1477515881296,17204,1,5,0
1477515881297,17203,1,5,0
1477515881298,17205,1,5,0
1477515881299,17203,1,5,0
1477515881300,17203,1,5,0
1477515881301,17204,1,5,0
1477515881302,17203,1,5,0
1477515881303,17204,1,5,0
1477515881304,17202,1,5,0
1477515881305,17204,1,5,0
1477515881306,17203,1,5,0
1477515881307,17202,1,5,0
1477515881308,17202,1,5,0
1477515881309,17201,1,5,0
1477515881310,17201,1,5,0
1477515881311,17202,1,5,0
1477515881312,17201,1,5,0
1477515881313,17201,1,5,0
1477515881314,17200,1,5,0
1477515881315,17199,1,5,0
1477515881316,17198,1,5,0
1477515881317,17198,1,5,0
1477515881318,17197,1,5,0
1477515881319,17196,1,5,0
1477515881320,17198,1,5,0
1477515881321,17198,1,5,0
1477515881322,17197,1,5,0
1477515881323,17197,1,5,0
1477515881324,17194,1,5,0
1477515881325,17191,1,5,0
1477515881326,17190,1,5,0
1477515881327,17192,1,5,0
1477515881328,17194,1,5,0
1477515881329,17192,1,5,0
1477515881330,17193,1,5,0
1477515881331,17194,1,5,0
1477515881332,17192,1,5,0
1477515881333,17189,1,5,0
1477515881334,17190,1,5,0
1477515881335,17191,1,5,0
1477515881336,17192,1,5,0
1477515881337,17190,1,5,0
1477515881338,17190,1,5,0
1477515881339,17192,1,5,0
1477515881340,17193,1,5,0
1477515881341,17187,1,5,0
1477515881342,17189,1,5,0
1477515881343,17189,1,5,0
1477515881344,17191,1,5,0
1477515881345,17189,1,5,0
1477515881346,17188,1,5,0
1477515881347,17189,1,5,0
1477515881348,17190,1,5,0
1477515881349,17189,1,5,0
1477515881350,17186,1,5,0
1477515881351,17185,1,5,0
1477515881352,17187,1,5,0
1477515881353,17189,1,5,0
1477515881354,17188,1,5,0
1477515881355,17183,1,5,0
1477515881356,17185,1,5,0
1477515881357,17183,1,5,0
1477515881358,17183,1,5,0
1477515881359,17183,1,5,0
1477515881360,17186,1,5,0
1477515881361,17183,1,5,0
1477515881362,17183,1,5,0
1477515881363,17185,1,5,0
1477515881364,17184,1,5,0
1477515881365,17183,1,5,0
1477515881366,17181,1,5,0
1477515881367,17180,1,5,0
1477515881368,17181,1,5,0
1477515881369,17182,1,5,0
1477515881370,17184,1,5,0
1477515881371,17181,1,5,0
1477515881372,17180,1,5,0
1477515881373,17181,1,5,0
1477515881374,17180,1,5,0
1477515881375,17181,1,5,0
1477515881376,17177,1,5,0
1477515881377,17177,1,5,0
1477515881378,17181,1,5,0
1477515881379,17182,1,5,0
1477515881380,17181,1,5,0
1477515881381,17180,1,5,0
1477515881382,17179,1,5,0
1477515881383,17180,1,5,0
1477515881384,17177,1,5,0
1477515881385,17178,1,5,0
1477515881386,17179,1,5,0
1477515881387,17178,1,5,0
1477515881388,17181,1,5,0
1477515881389,17178,1,5,0
1477515881390,17176,1,5,0
1477515881391,17177,1,5,0
1477515881392,17175,1,5,0
1477515881393,17175,1,5,0
1477515881394,17176,1,5,0
1477515881395,17174,1,5,0
1477515881396,17186,1,5,0
1477515881397,17186,1,5,0
1477515881398,17187,1,5,0
1477515881399,17190,1,5,0
1477515881400,17186,1,5,0
